Order Date,Customer Name,Country,City,State,Region,Category,Sales,Quantity
06-06-2016,Clytie Kelty,United States,Little Rock,Arkansas,South,Office Supplies,64.14,3
06-06-2016,Clytie Kelty,United States,Little Rock,Arkansas,South,Office Supplies,11.67,3
06-06-2016,Clytie Kelty,United States,Little Rock,Arkansas,South,Office Supplies,12.96,2
13-04-2015,Sonia Sunley,United States,Norfolk,Nebraska,Central,Office Supplies,17.43,3
22-05-2017,Laurel Elliston,United States,Chicago,Illinois,Central,Furniture,181.986,2
22-05-2017,Laurel Elliston,United States,Chicago,Illinois,Central,Office Supplies,1.592,2
22-05-2017,Laurel Elliston,United States,Chicago,Illinois,Central,Office Supplies,22.344,3
19-12-2016,Erin Smith,United States,Tucson,Arizona,West,Furniture,455.97,6
19-12-2016,Erin Smith,United States,Tucson,Arizona,West,Office Supplies,10.44,6
19-12-2016,Erin Smith,United States,Tucson,Arizona,West,Office Supplies,5.214,2
22-09-2017,Michael Granlund,United States,Concord,New Hampshire,East,Office Supplies,67.4,5
07-09-2017,Justin MacKendrick,United States,Draper,Utah,West,Furniture,25.16,2
07-09-2017,Justin MacKendrick,United States,Draper,Utah,West,Technology,126.56,4
28-11-2014,Sheri Gordon,United States,San Francisco,California,West,Office Supplies,43.68,3
28-11-2014,Sheri Gordon,United States,San Francisco,California,West,Technology,139.93,7
12-11-2014,Darren Budd,United States,Houston,Texas,Central,Office Supplies,2.672,1
12-11-2014,Darren Budd,United States,Houston,Texas,Central,Office Supplies,16.656,6
12-11-2014,Darren Budd,United States,Houston,Texas,Central,Technology,79.512,3
12-11-2014,Darren Budd,United States,Houston,Texas,Central,Office Supplies,36.288,7
12-11-2014,Darren Budd,United States,Houston,Texas,Central,Furniture,67.9932,1
02-10-2017,Jane Waco,United States,Montgomery,Alabama,South,Furniture,10.16,2
14-12-2015,Keith Dawkins,United States,Jackson,Mississippi,South,Furniture,6.16,2
14-12-2015,Keith Dawkins,United States,Jackson,Mississippi,South,Office Supplies,56.3,2
06-12-2015,Ivan Liston,United States,North Las Vegas,Nevada,West,Office Supplies,6.48,1
06-12-2015,Ivan Liston,United States,North Las Vegas,Nevada,West,Office Supplies,1325.85,5
06-12-2015,Ivan Liston,United States,North Las Vegas,Nevada,West,Office Supplies,14.94,3
31-03-2017,Jim Epp,United States,Atlanta,Georgia,South,Office Supplies,34.54,1
31-03-2017,Jim Epp,United States,Atlanta,Georgia,South,Technology,2999.95,5
31-03-2017,Jim Epp,United States,Atlanta,Georgia,South,Office Supplies,64.12,4
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Office Supplies,19.456,4
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Technology,209.986,2
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Office Supplies,29.76,5
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Furniture,89.768,1
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Technology,959.984,2
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Office Supplies,15.552,3
13-03-2017,Stephanie Ulpright,United States,Chicago,Illinois,Central,Technology,34.36,1
05-12-2014,Erin Ashbrook,United States,Columbus,Ohio,East,Office Supplies,98.376,3
05-12-2014,Erin Ashbrook,United States,Columbus,Ohio,East,Office Supplies,29.94,4
05-12-2014,Erin Ashbrook,United States,Columbus,Ohio,East,Office Supplies,17.472,3
05-12-2014,Erin Ashbrook,United States,Columbus,Ohio,East,Technology,36.738,1
05-12-2014,Erin Ashbrook,United States,Columbus,Ohio,East,Technology,179.94,2
12-12-2016,Roy Französisch,United States,Pasadena,California,West,Furniture,383.64,6
12-12-2016,Roy Französisch,United States,Pasadena,California,West,Office Supplies,56.52,3
09-09-2017,Liz Carlisle,United States,Los Angeles,California,West,Office Supplies,6.56,2
09-09-2017,Liz Carlisle,United States,Los Angeles,California,West,Furniture,243.92,5
09-09-2017,Liz Carlisle,United States,Los Angeles,California,West,Office Supplies,47.52,9
04-10-2017,Paul Stevenson,United States,Clinton,Maryland,East,Furniture,19.98,1
09-05-2016,Paul Stevenson,United States,New York City,New York,East,Office Supplies,8,5
15-12-2014,Jas O'Carroll,United States,San Diego,California,West,Furniture,6.16,2
30-11-2017,Victor Preis,United States,New York City,New York,East,Office Supplies,83.56,4
30-11-2017,Victor Preis,United States,New York City,New York,East,Technology,546.06,3
30-11-2017,Victor Preis,United States,New York City,New York,East,Office Supplies,269.49,3
19-03-2015,Guy Armstrong,United States,Lancaster,California,West,Office Supplies,10.9,5
19-07-2014,Eugene Moren,United States,Great Falls,Montana,West,Office Supplies,6.096,2
08-12-2016,Doug Bickford,United States,San Francisco,California,West,Office Supplies,34.05,3
08-12-2016,Doug Bickford,United States,San Francisco,California,West,Office Supplies,352.38,2
13-10-2014,Marina Lichtenstein,United States,Lakewood,New Jersey,East,Furniture,245.98,2
13-10-2014,Marina Lichtenstein,United States,Lakewood,New Jersey,East,Office Supplies,18.94,1
19-11-2017,Jennifer Halladay,United States,Cleveland,Ohio,East,Office Supplies,59.913,7
24-09-2017,Bart Pistole,United States,Lawrence,Massachusetts,East,Technology,391.98,2
24-09-2017,Bart Pistole,United States,Lawrence,Massachusetts,East,Technology,437.85,3
25-09-2015,Sarah Brown,United States,Concord,New Hampshire,East,Office Supplies,68.62,2
13-02-2017,Stewart Visinsky,United States,Baltimore,Maryland,East,Office Supplies,25.02,3
13-02-2017,Stewart Visinsky,United States,Baltimore,Maryland,East,Office Supplies,10.71,3
03-10-2014,Denny Ordway,United States,Columbus,Ohio,East,Office Supplies,55.984,2
03-10-2014,Denny Ordway,United States,Columbus,Ohio,East,Office Supplies,14.48,5
03-10-2014,Denny Ordway,United States,Columbus,Ohio,East,Technology,142.488,3
27-08-2016,Todd Boyes,United States,Houston,Texas,Central,Office Supplies,14.16,1
27-08-2016,Todd Boyes,United States,Houston,Texas,Central,Office Supplies,79.92,5
03-12-2015,Bill Stewart,United States,New York City,New York,East,Office Supplies,590.352,6
20-09-2016,Filia McAdams,United States,Greensboro,North Carolina,South,Furniture,17.088,2
20-09-2016,Filia McAdams,United States,Greensboro,North Carolina,South,Furniture,98.392,1
25-03-2017,John Lee,United States,New York City,New York,East,Office Supplies,11.05,5
06-12-2015,Art Ferguson,United States,San Francisco,California,West,Office Supplies,7.78,2
31-08-2017,Barry Gonzalez,United States,Monroe,Louisiana,South,Technology,659.9,2
05-10-2015,Maria Bertelson,United States,Cincinnati,Ohio,East,Technology,53.04,3
18-08-2017,Helen Wasserman,United States,Seattle,Washington,West,Technology,843.9,2
18-08-2017,Helen Wasserman,United States,Seattle,Washington,West,Technology,1496.16,9
02-02-2016,Adrian Barton,United States,New York City,New York,East,Office Supplies,117.96,2
23-08-2016,Jennifer Patt,United States,New York City,New York,East,Office Supplies,21.3,5
23-08-2016,Jennifer Patt,United States,New York City,New York,East,Office Supplies,1040.8,5
23-08-2016,Jennifer Patt,United States,New York City,New York,East,Office Supplies,29.34,6
30-06-2017,Darrin Van Huff,United States,Memphis,Tennessee,South,Furniture,19.52,2
18-09-2015,Charlotte Melton,United States,San Diego,California,West,Office Supplies,443.92,4
25-09-2016,Steve Chapman,United States,La Crosse,Wisconsin,Central,Technology,499.95,5
25-09-2016,Steve Chapman,United States,La Crosse,Wisconsin,Central,Office Supplies,3.04,1
25-09-2016,Steve Chapman,United States,La Crosse,Wisconsin,Central,Furniture,201.96,2
25-09-2016,Steve Chapman,United States,La Crosse,Wisconsin,Central,Furniture,68.64,11
24-10-2016,Victoria Wilson,United States,Los Angeles,California,West,Technology,100,4
24-10-2016,Victoria Wilson,United States,Los Angeles,California,West,Technology,359.98,2
29-09-2014,Paul Prost,United States,Seattle,Washington,West,Furniture,6.16,2
29-09-2014,Paul Prost,United States,Seattle,Washington,West,Furniture,2348.82,9
26-06-2017,Dan Reichenbach,United States,Miami,Florida,South,Office Supplies,13.872,6
26-06-2017,Dan Reichenbach,United States,Miami,Florida,South,Furniture,273.552,3
21-08-2016,Rick Bensley,United States,Philadelphia,Pennsylvania,East,Furniture,815.292,9
11-02-2014,Natalie Fritzler,United States,Chesapeake,Virginia,South,Technology,234.45,3
11-02-2014,Natalie Fritzler,United States,Chesapeake,Virginia,South,Furniture,1256.22,6
11-02-2014,Natalie Fritzler,United States,Chesapeake,Virginia,South,Office Supplies,17.46,2
23-09-2016,Clay Rozendal,United States,New York City,New York,East,Office Supplies,10.528,7
05-12-2015,Stephanie Ulpright,United States,Ann Arbor,Michigan,Central,Office Supplies,152.8,5
03-09-2017,Sample Company A,United States,La Mesa,California,West,Office Supplies,82.56,5
03-09-2017,Sample Company A,United States,La Mesa,California,West,Technology,284.97,3
26-03-2017,Michelle Lonsdale,United States,Dearborn,Michigan,Central,Furniture,60.84,3
21-12-2014,Gary McGarr,United States,San Diego,California,West,Furniture,1325.76,6
21-12-2014,Gary McGarr,United States,San Diego,California,West,Furniture,572.16,3
23-09-2014,Jim Kriz,United States,Lakewood,Ohio,East,Office Supplies,28.8,9
02-04-2017,Alyssa Tate,United States,Meriden,Connecticut,East,Office Supplies,11.12,4
01-04-2016,Daniel Byrd,United States,Columbus,Georgia,South,Furniture,7.04,4
15-05-2015,Anna Häberlin,United States,Roswell,Georgia,South,Office Supplies,17.94,3
23-03-2017,Sanjit Jacobs,United States,Seattle,Washington,West,Office Supplies,34.76,5
14-04-2017,Harry Marie,United States,Morristown,New Jersey,East,Furniture,74.45,5
04-01-2015,Andrew Gjertsen,United States,Alexandria,Virginia,South,Furniture,192.22,14
02-11-2017,Joy Bell-,United States,Salt Lake City,Utah,West,Office Supplies,19.44,3
17-07-2017,Anthony Johnson,United States,Apple Valley,California,West,Office Supplies,32.4,5
17-07-2017,Anthony Johnson,United States,Apple Valley,California,West,Office Supplies,57.9,5
17-07-2017,Anthony Johnson,United States,Apple Valley,California,West,Office Supplies,10.56,2
17-07-2017,Anthony Johnson,United States,Apple Valley,California,West,Furniture,1194.165,5
06-10-2017,Muhammed MacIntyre,United States,New York City,New York,East,Office Supplies,40.99,1
04-11-2014,Tiffany House,United States,Long Beach,California,West,Office Supplies,2.94,1
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Office Supplies,45.24,4
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Office Supplies,18.688,4
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Office Supplies,11.648,2
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Technology,112.776,3
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Furniture,377.45,5
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Office Supplies,15.936,4
18-12-2016,Adrian Hane,United States,Salem,Oregon,West,Technology,28.68,3
24-09-2016,Craig Leslie,United States,Aurora,Colorado,West,Furniture,21.44,2
24-09-2016,Craig Leslie,United States,Aurora,Colorado,West,Office Supplies,511.056,9
21-07-2016,Jason Gross,United States,Newark,Ohio,East,Office Supplies,18.656,2
21-07-2016,Jason Gross,United States,Newark,Ohio,East,Office Supplies,11.088,7
21-07-2016,Jason Gross,United States,Newark,Ohio,East,Office Supplies,66.688,1
21-07-2016,Jason Gross,United States,Newark,Ohio,East,Office Supplies,99.488,2
11-06-2016,Sanjit Engle,United States,Seattle,Washington,West,Office Supplies,14.62,2
11-06-2016,Sanjit Engle,United States,Seattle,Washington,West,Office Supplies,53.984,14
11-06-2016,Sanjit Engle,United States,Seattle,Washington,West,Technology,389.97,3
09-06-2015,Trudy Glocke,United States,Pocatello,Idaho,West,Furniture,355.36,4
09-06-2015,Trudy Glocke,United States,Pocatello,Idaho,West,Technology,140.376,3
27-10-2017,Sally Hughsby,United States,Dallas,Texas,Central,Office Supplies,15.84,2
27-10-2017,Sally Hughsby,United States,Dallas,Texas,Central,Office Supplies,8.448,2
22-01-2016,Marc Crier,United States,Seattle,Washington,West,Office Supplies,12.96,2
28-05-2014,Patrick Jones,United States,Seattle,Washington,West,Technology,57.408,6
28-05-2014,Patrick Jones,United States,Seattle,Washington,West,Technology,27.6,4
29-12-2014,Zuschuss Carroll,United States,Chicago,Illinois,Central,Furniture,38.976,3
28-07-2016,Steve Carroll,United States,Holland,Michigan,Central,Office Supplies,20.44,7
28-07-2016,Steve Carroll,United States,Holland,Michigan,Central,Office Supplies,109.92,2
24-09-2016,Benjamin Patterson,United States,Broken Arrow,Oklahoma,Central,Office Supplies,6.38,1
24-09-2016,Benjamin Patterson,United States,Broken Arrow,Oklahoma,Central,Office Supplies,6.48,1
02-04-2014,Rob Dowd,United States,Athens,Georgia,South,Office Supplies,15.84,3
02-04-2014,Rob Dowd,United States,Athens,Georgia,South,Technology,1049.93,7
02-04-2014,Rob Dowd,United States,Athens,Georgia,South,Office Supplies,154.9,5
05-11-2015,Ken Lonsdale,United States,Seattle,Washington,West,Office Supplies,98.352,3
28-07-2014,Chloris Kastensmidt,United States,Apopka,Florida,South,Office Supplies,14.32,5
28-07-2014,Chloris Kastensmidt,United States,Apopka,Florida,South,Furniture,129.888,6
28-07-2014,Chloris Kastensmidt,United States,Apopka,Florida,South,Office Supplies,48.944,7
26-12-2015,Roger Barcio,United States,Houston,Texas,Central,Furniture,275.058,3
10-12-2015,Kalyca Meade,United States,Baltimore,Maryland,East,Office Supplies,27.36,9
10-12-2015,Kalyca Meade,United States,Baltimore,Maryland,East,Office Supplies,44.75,5
10-12-2015,Kalyca Meade,United States,Baltimore,Maryland,East,Technology,134.99,1
10-12-2015,Kalyca Meade,United States,Baltimore,Maryland,East,Office Supplies,26.4,5
10-12-2015,Kalyca Meade,United States,Baltimore,Maryland,East,Furniture,542.94,3
05-05-2016,Amy Hunt,United States,San Francisco,California,West,Furniture,71.088,2
14-10-2017,Anthony Garverick,United States,Chicago,Illinois,Central,Office Supplies,27.396,9
14-10-2017,Anthony Garverick,United States,Chicago,Illinois,Central,Office Supplies,13.456,1
05-11-2016,Evan Bailliet,United States,Laredo,Texas,Central,Office Supplies,11.84,1
03-11-2017,Paul Gonzalez,United States,San Francisco,California,West,Office Supplies,35.88,6
24-11-2016,Cathy Armstrong,United States,Cleveland,Ohio,East,Office Supplies,40.752,3
24-11-2016,Cathy Armstrong,United States,Cleveland,Ohio,East,Technology,139.96,5
14-12-2014,Sung Shariari,United States,Marion,Ohio,East,Office Supplies,2.624,1
14-12-2014,Sung Shariari,United States,Marion,Ohio,East,Furniture,136.53,1
14-12-2014,Sung Shariari,United States,Marion,Ohio,East,Technology,263.96,1
03-11-2014,Resi Pölking,United States,Fairfield,Connecticut,East,Office Supplies,11.64,3
22-09-2017,Shaun Chance,United States,New York City,New York,East,Office Supplies,40.176,3
08-05-2015,Natalie Webber,United States,New York City,New York,East,Furniture,79.44,3
08-05-2015,Natalie Webber,United States,New York City,New York,East,Office Supplies,357.93,3
08-05-2015,Natalie Webber,United States,New York City,New York,East,Furniture,127.764,2
08-05-2015,Natalie Webber,United States,New York City,New York,East,Technology,2799.944,7
08-05-2015,Natalie Webber,United States,New York City,New York,East,Office Supplies,19.44,3
31-07-2017,Katrina Willman,United States,Chicago,Illinois,Central,Technology,36.792,1
01-03-2014,Hallie Redmond,United States,New York City,New York,East,Technology,5.94,3
25-09-2017,Arthur Gainer,United States,Richmond,Virginia,South,Office Supplies,177.55,5
09-10-2015,Brian Moss,United States,Ann Arbor,Michigan,Central,Technology,619.95,5
09-10-2015,Brian Moss,United States,Ann Arbor,Michigan,Central,Technology,29.16,3
09-10-2015,Brian Moss,United States,Ann Arbor,Michigan,Central,Office Supplies,57.96,7
09-10-2015,Brian Moss,United States,Ann Arbor,Michigan,Central,Office Supplies,29.403,3
29-03-2017,Roger Demir,United States,Lafayette,Indiana,Central,Office Supplies,81.4,5
14-11-2015,Ken Black,United States,Springfield,Oregon,West,Office Supplies,8.72,5
14-11-2015,Ken Black,United States,Springfield,Oregon,West,Technology,91.176,3
14-11-2015,Ken Black,United States,Springfield,Oregon,West,Technology,159.968,4
26-09-2016,Dorothy Wardle,United States,San Francisco,California,West,Office Supplies,12.96,2
22-09-2014,Vivek Grady,United States,Chicago,Illinois,Central,Office Supplies,331.536,3
25-09-2015,Dan Reichenbach,United States,New York City,New York,East,Technology,899.91,9
04-05-2015,Anna Häberlin,United States,Houston,Texas,Central,Technology,946.344,7
08-12-2017,Jeremy Pistek,United States,Madison,Wisconsin,Central,Technology,178.11,3
08-12-2017,Jeremy Pistek,United States,Madison,Wisconsin,Central,Office Supplies,1089.75,3
08-12-2017,Jeremy Pistek,United States,Madison,Wisconsin,Central,Office Supplies,61.06,2
08-12-2017,Jeremy Pistek,United States,Madison,Wisconsin,Central,Furniture,459.92,4
08-12-2017,Jeremy Pistek,United States,Madison,Wisconsin,Central,Office Supplies,27.52,4
29-06-2017,Dan Reichenbach,United States,Milford,Connecticut,East,Furniture,638.82,9
29-06-2017,Dan Reichenbach,United States,Milford,Connecticut,East,Office Supplies,30.69,3
29-06-2017,Dan Reichenbach,United States,Milford,Connecticut,East,Furniture,25.16,2
29-06-2014,Jim Karlsson,United States,New York City,New York,East,Office Supplies,13.92,3
20-01-2014,Mark Van Huff,United States,Los Angeles,California,West,Office Supplies,19.36,2
20-01-2014,Mark Van Huff,United States,Los Angeles,California,West,Furniture,19.3,2
31-12-2016,Becky Pak,United States,San Francisco,California,West,Office Supplies,38.376,3
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Office Supplies,12.96,2
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Furniture,26.48,1
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Technology,532.72,2
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Office Supplies,26.72,4
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Office Supplies,20.04,3
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Office Supplies,795.48,7
28-03-2017,Dave Hallsten,United States,Fairfield,California,West,Furniture,21.56,7
08-12-2016,Lena Hernandez,United States,Greenville,North Carolina,South,Technology,249.584,2
08-12-2016,Lena Hernandez,United States,Greenville,North Carolina,South,Technology,68.112,3
08-12-2016,Lena Hernandez,United States,Greenville,North Carolina,South,Technology,16.56,3
18-11-2017,Dave Kipp,United States,Long Beach,New York,East,Technology,74.95,5
30-05-2014,Shahid Shariari,United States,Buffalo Grove,Illinois,Central,Furniture,355.455,3
22-01-2016,Frank Preis,United States,San Diego,California,West,Office Supplies,44.4,3
22-01-2016,Frank Preis,United States,San Diego,California,West,Office Supplies,20.65,5
03-02-2016,Liz Carlisle,United States,Richmond,Kentucky,South,Furniture,866.4,4
29-03-2015,Alan Shonely,United States,Springfield,Virginia,South,Office Supplies,5.56,2
14-10-2014,Hunter Glantz,United States,Fort Worth,Texas,Central,Office Supplies,3.16,4
14-10-2014,Hunter Glantz,United States,Fort Worth,Texas,Central,Technology,1999.96,5
11-08-2015,Barry Weirich,United States,Raleigh,North Carolina,South,Furniture,46.152,3
22-11-2015,Brosina Hoffman,United States,Hialeah,Florida,South,Technology,32.985,3
30-12-2016,Julie Prescott,United States,Los Angeles,California,West,Office Supplies,481.32,4
30-12-2016,Julie Prescott,United States,Los Angeles,California,West,Office Supplies,6.384,1
12-08-2017,Justin MacKendrick,United States,Lake Forest,California,West,Office Supplies,542.94,3
12-08-2017,Justin MacKendrick,United States,Lake Forest,California,West,Furniture,54.92,4
03-11-2015,Fred Hopkins,United States,Long Beach,New York,East,Furniture,1448.82,10
10-09-2015,Matt Collins,United States,Seattle,Washington,West,Office Supplies,353.88,6
08-11-2014,Emily Burns,United States,Redding,California,West,Technology,333.576,3
08-10-2016,Peter McVee,United States,San Antonio,Texas,Central,Office Supplies,60.144,6
08-09-2017,Alex Russell,United States,Houston,Texas,Central,Technology,85.2,6
25-02-2015,Sung Shariari,United States,Leominster,Massachusetts,East,Office Supplies,3.15,1
25-02-2015,Sung Shariari,United States,Leominster,Massachusetts,East,Office Supplies,22.72,4
24-09-2015,Shaun Chance,United States,Los Angeles,California,West,Furniture,14.91,3
24-09-2015,Shaun Chance,United States,Los Angeles,California,West,Office Supplies,1158.12,4
26-11-2015,Erin Ashbrook,United States,Springfield,Missouri,Central,Technology,599.99,1
31-08-2016,Theone Pippenger,United States,Waco,Texas,Central,Office Supplies,23.968,2
12-04-2016,Beth Paige,United States,Los Angeles,California,West,Furniture,638.288,7
12-04-2016,Beth Paige,United States,Los Angeles,California,West,Office Supplies,13.208,1
04-12-2016,Liz MacKendrick,United States,Auburn,New York,East,Office Supplies,15.528,3
04-12-2016,Kean Takahito,United States,San Francisco,California,West,Office Supplies,104.85,1
11-11-2014,Arthur Prichep,United States,Los Angeles,California,West,Office Supplies,30.48,3
11-11-2014,Arthur Prichep,United States,Los Angeles,California,West,Furniture,112.648,1
02-04-2015,John Dryer,United States,Los Angeles,California,West,Technology,71.976,3
12-12-2015,Xylona Preis,United States,Chico,California,West,Office Supplies,2.21,1
12-12-2015,Xylona Preis,United States,Chico,California,West,Office Supplies,15.52,4
12-12-2015,Xylona Preis,United States,Chico,California,West,Office Supplies,36.44,4
02-10-2017,Juliana Krohn,United States,Springfield,Oregon,West,Furniture,217.764,6
02-10-2017,Juliana Krohn,United States,Springfield,Oregon,West,Office Supplies,39.072,6
02-10-2017,Juliana Krohn,United States,Springfield,Oregon,West,Office Supplies,22.638,7
02-10-2017,Juliana Krohn,United States,Springfield,Oregon,West,Office Supplies,95.144,7
10-04-2017,Mitch Gastineau,United States,Jacksonville,Florida,South,Furniture,12.32,5
10-04-2017,Mitch Gastineau,United States,Jacksonville,Florida,South,Office Supplies,4.419,3
29-09-2017,Patrick Gardner,United States,Bakersfield,California,West,Office Supplies,35,7
29-09-2017,Patrick Gardner,United States,Bakersfield,California,West,Furniture,72.784,1
29-09-2017,Patrick Gardner,United States,Bakersfield,California,West,Office Supplies,97.84,2
29-09-2017,Patrick Gardner,United States,Bakersfield,California,West,Furniture,51.75,1
29-09-2017,Patrick Gardner,United States,Bakersfield,California,West,Office Supplies,46.672,2
29-09-2014,Lisa DeCherney,United States,New York City,New York,East,Office Supplies,1395.54,9
29-09-2014,Lisa DeCherney,United States,New York City,New York,East,Furniture,117.36,4
29-09-2014,Lisa DeCherney,United States,New York City,New York,East,Office Supplies,18.9,3
29-09-2014,Lisa DeCherney,United States,New York City,New York,East,Office Supplies,77.52,2
20-08-2014,Craig Reiter,United States,Chicago,Illinois,Central,Furniture,421.372,2
11-07-2014,Michael Nguyen,United States,El Paso,Texas,Central,Technology,575.968,4
11-07-2014,Michael Nguyen,United States,El Paso,Texas,Central,Office Supplies,10.368,2
22-03-2015,Ruben Dartt,United States,Thousand Oaks,California,West,Technology,15.984,2
12-05-2017,Julie Prescott,United States,Springfield,Ohio,East,Office Supplies,10.272,3
13-11-2017,Katrina Edelman,United States,Dallas,Texas,Central,Office Supplies,61.792,4
13-11-2017,Katrina Edelman,United States,Dallas,Texas,Central,Furniture,205.9992,3
04-09-2016,Delfina Latchford,United States,Knoxville,Tennessee,South,Office Supplies,12.192,3
04-09-2016,Delfina Latchford,United States,Knoxville,Tennessee,South,Office Supplies,87.168,2
04-09-2016,Delfina Latchford,United States,Knoxville,Tennessee,South,Office Supplies,31.744,2
06-02-2016,Karen Bern,United States,Chattanooga,Tennessee,South,Furniture,132.224,4
22-03-2015,Justin Deggeller,United States,San Diego,California,West,Office Supplies,105.52,4
22-03-2015,Justin Deggeller,United States,San Diego,California,West,Furniture,91.96,2
22-03-2015,Justin Deggeller,United States,San Diego,California,West,Technology,1487.976,3
02-07-2015,Steven Roelle,United States,New York City,New York,East,Office Supplies,19.44,3
15-06-2015,Amy Cox,United States,Tampa,Florida,South,Technology,11.672,1
26-11-2014,Lynn Smith,United States,Utica,New York,East,Technology,279.96,4
26-11-2014,Lynn Smith,United States,Utica,New York,East,Office Supplies,12.912,3
26-11-2014,Lynn Smith,United States,Utica,New York,East,Office Supplies,17.088,4
26-11-2014,Lynn Smith,United States,Utica,New York,East,Office Supplies,93.15,9
26-11-2014,Lynn Smith,United States,Utica,New York,East,Office Supplies,11.52,4
12-05-2017,Charles Sheldon,United States,San Francisco,California,West,Office Supplies,238.62,2
12-05-2017,Charles Sheldon,United States,San Francisco,California,West,Office Supplies,7.77,1
12-05-2017,Charles Sheldon,United States,San Francisco,California,West,Furniture,285.48,5
12-05-2017,Charles Sheldon,United States,San Francisco,California,West,Office Supplies,19.168,4
02-05-2014,Andrew Roberts,United States,Columbus,Ohio,East,Office Supplies,26.136,3
03-09-2017,Katrina Bavinger,United States,New York City,New York,East,Office Supplies,419.4,4
03-09-2017,Katrina Bavinger,United States,New York City,New York,East,Furniture,90.801,1
03-09-2017,Katrina Bavinger,United States,New York City,New York,East,Furniture,181.764,2
03-09-2017,Katrina Bavinger,United States,New York City,New York,East,Office Supplies,5.56,2
03-12-2016,Michael Moore,United States,Richmond,Indiana,Central,Furniture,581.96,2
03-12-2016,Michael Moore,United States,Richmond,Indiana,Central,Furniture,29.98,1
18-07-2015,Roland Fjeld,United States,San Diego,California,West,Technology,519.96,4
21-07-2016,Beth Paige,United States,Concord,North Carolina,South,Office Supplies,6.264,3
21-07-2016,Beth Paige,United States,Concord,North Carolina,South,Furniture,363.92,5
09-06-2015,Max Jones,United States,Miami,Florida,South,Office Supplies,64.2,5
09-06-2015,Max Jones,United States,Miami,Florida,South,Office Supplies,38.52,3
09-06-2015,Max Jones,United States,Miami,Florida,South,Technology,72.6,5
27-11-2017,Doug O'Connell,United States,Los Angeles,California,West,Technology,57.568,4
27-03-2015,Mark Van Huff,United States,Seattle,Washington,West,Office Supplies,83.7,5
22-09-2015,Michael Grace,United States,Arlington,Virginia,South,Office Supplies,32.4,5
22-09-2015,Michael Grace,United States,Arlington,Virginia,South,Furniture,47.98,2
17-11-2015,Brian Stugart,United States,San Diego,California,West,Technology,415.968,4
17-11-2015,Brian Stugart,United States,San Diego,California,West,Office Supplies,304.9,5
17-11-2015,Brian Stugart,United States,San Diego,California,West,Furniture,80.96,4
17-11-2015,Brian Stugart,United States,San Diego,California,West,Office Supplies,777.21,7
17-11-2015,Brian Stugart,United States,San Diego,California,West,Office Supplies,32.4,5
17-11-2015,Brian Stugart,United States,San Diego,California,West,Furniture,225.568,2
17-11-2015,Brian Stugart,United States,San Diego,California,West,Furniture,36.6,3
10-11-2015,Philisse Overcash,United States,Roseville,Minnesota,Central,Office Supplies,715.64,2
10-11-2015,Philisse Overcash,United States,Roseville,Minnesota,Central,Office Supplies,795.51,3
10-11-2015,Philisse Overcash,United States,Roseville,Minnesota,Central,Technology,549.99,1
10-11-2015,Philisse Overcash,United States,Roseville,Minnesota,Central,Office Supplies,74.76,3
10-11-2015,Philisse Overcash,United States,Roseville,Minnesota,Central,Furniture,29.22,3
10-09-2014,Dianna Arnett,United States,Virginia Beach,Virginia,South,Office Supplies,9.64,2
05-08-2015,Anna Häberlin,United States,Dallas,Texas,Central,Office Supplies,33.488,7
05-08-2015,Anna Häberlin,United States,Dallas,Texas,Central,Office Supplies,23.04,3
05-08-2015,Anna Häberlin,United States,Dallas,Texas,Central,Office Supplies,1.362,1
05-08-2015,Anna Häberlin,United States,Dallas,Texas,Central,Furniture,14.76,5
03-09-2017,Joe Kamberova,United States,Concord,California,West,Furniture,239.666,2
01-11-2015,MaryBeth Skach,United States,Conway,Arkansas,South,Furniture,301.96,2
29-04-2015,Jim Kriz,United States,Philadelphia,Pennsylvania,East,Office Supplies,7.968,2
01-05-2016,Chris McAfee,United States,Little Rock,Arkansas,South,Office Supplies,109.92,2
01-05-2016,Chris McAfee,United States,Little Rock,Arkansas,South,Office Supplies,19.44,3
01-05-2016,Chris McAfee,United States,Little Rock,Arkansas,South,Office Supplies,11.16,2
05-08-2014,Ricardo Sperren,United States,Meriden,Connecticut,East,Office Supplies,79.47,3
